,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
5434,PRE^I,PartnerRe Ltd.,26.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^i,
5435,PRTY,Party City Holdco Inc.,12.65,$1.51B,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prty,
5436,PN,"Patriot National, Inc.",0.36,$9.67M,2015,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/pn,
5437,PAYC,"Paycom Software, Inc.",84.13,$4.9B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/payc,
5438,PBF,PBF Energy Inc.,33.12,$3.64B,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/pbf,
5439,PBFX,PBF Logistics LP,19.8,$829.52M,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pbfx,
5440,BTU,Peabody Energy Corporation,32.4,$3.39B,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/btu,
5441,PSO,"Pearson, Plc",9.21,$7.47B,n/a,Consumer Services,Books,http://www.nasdaq.com/symbol/pso,
5442,PEB,Pebblebrook Hotel Trust,37.77,$2.6B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/peb,
5443,PEB^C,Pebblebrook Hotel Trust,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^c,
5444,PEB^D,Pebblebrook Hotel Trust,25.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^d,
5445,PBA,Pembina Pipeline Corp.,34.62,$17.4B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pba,
5446,PGH,Pengrowth Energy Corporation,0.8138,$449.42M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pgh,
5447,PEI,Pennsylvania Real Estate Investment Trust,10.91,$762.71M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pei,
5448,PEI^B,Pennsylvania Real Estate Investment Trust,25.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^b,
5449,PEI^C,Pennsylvania Real Estate Investment Trust,26.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^c,
5450,PEI^D,Pennsylvania Real Estate Investment Trust,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^d,
5451,PFSI,"PennyMac Financial Services, Inc.",19.85,$462.28M,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfsi,
5452,PMT,PennyMac Mortgage Investment Trust,15.77,$1.03B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pmt,
5453,PMT^A,PennyMac Mortgage Investment Trust,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmt^a,
5454,PMT^B,PennyMac Mortgage Investment Trust,25.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmt^b,
5455,PAG,"Penske Automotive Group, Inc.",46.13,$3.96B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/pag,
5456,PNR,Pentair plc.,69.11,$12.55B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pnr,
5457,PEN,"Penumbra, Inc.",103.3,$3.51B,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pen,
5458,PEP,"Pepsico, Inc.",115.85,$164.76B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/pep,
5459,PFGC,Performance Food Group Company,28.9,$3.02B,2015,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/pfgc,
5460,PKI,"PerkinElmer, Inc.",73.56,$8.11B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pki,
5461,PBT,Permian Basin Royalty Trust,9.2,$428.8M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pbt,
5462,PRGO,Perrigo Company,86.06,$12.12B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prgo,
5463,PZE,Petrobras Argentina S.A.,12.9,$2.6B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pze,
5464,PTR,PetroChina Company Limited,68.19,$124.8B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ptr,
5465,PBR,Petroleo Brasileiro S.A.- Petrobras,10.12,$66.01B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pbr,
5466,PBR.A,Petroleo Brasileiro S.A.- Petrobras,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbr.a,
5467,PQ,"PetroQuest Energy, Inc.",1.76,$37.44M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pq,
5468,PFE,"Pfizer, Inc.",35.49,$211.55B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfe,
5469,PGTI,"PGT Innovations, Inc.",15.8,$784.64M,2006,Capital Goods,Building Products,http://www.nasdaq.com/symbol/pgti,
5470,PMC,Pharmerica Corporation,29.2,$908.71M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/pmc,
5471,PHH,PHH Corp,11.22,$365.18M,2002,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/phh,
5472,PM,Philip Morris International Inc,102.72,$159.54B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/pm,
5473,PSX,Phillips 66,92.81,$47.03B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/psx,
5474,PSXP,Phillips 66 Partners LP,45.6,$5.54B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/psxp,
5475,FENG,Phoenix New Media Limited,6.87,$492.82M,2011,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/feng,
5476,DOC,Physicians Realty Trust,18.46,$3.31B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/doc,
5477,PDM,"Piedmont Office Realty Trust, Inc.",19.77,$2.85B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/pdm,
5478,PIR,"Pier 1 Imports, Inc.",4.5,$377.05M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/pir,
5479,PCQ,PIMCO California Municipal Income Fund,17.15,$321.15M,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcq,
5480,PCK,Pimco California Municipal Income Fund II,10.11,$323.2M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pck,
5481,PZC,PIMCO California Municipal Income Fund III,10.26,$228.13M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pzc,
5482,PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",11.36,$131.42M,1993,n/a,n/a,http://www.nasdaq.com/symbol/pcm,
5483,PTY,Pimco Corporate & Income Opportunity Fund,16.47,$1.31B,2002,n/a,n/a,http://www.nasdaq.com/symbol/pty,
5484,PCN,Pimco Corporate & Income Stategy Fund,16.8,$658.26M,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcn,
5485,PCI,PIMCO Dynamic Credit and Mortgage Income Fund,22.45,$3.08B,2013,n/a,n/a,http://www.nasdaq.com/symbol/pci,
5486,PDI,PIMCO Dynamic Income Fund,30.29,$1.51B,2012,n/a,n/a,http://www.nasdaq.com/symbol/pdi,
5487,PGP,Pimco Global Stocksplus & Income Fund,15.93,$170.78M,2005,n/a,n/a,http://www.nasdaq.com/symbol/pgp,
5488,PHK,Pimco High Income Fund,7.43,$954.78M,2003,n/a,n/a,http://www.nasdaq.com/symbol/phk,
5489,PKO,Pimco Income Opportunity Fund,26.08,$393.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pko,
5490,PFL,PIMCO Income Strategy Fund,11.59,$294.67M,2003,n/a,n/a,http://www.nasdaq.com/symbol/pfl,
5491,PFN,PIMCO Income Strategy Fund II,10.41,$618.27M,2004,n/a,n/a,http://www.nasdaq.com/symbol/pfn,
5492,PMF,PIMCO Municipal Income Fund,12.97,$332.91M,2001,n/a,n/a,http://www.nasdaq.com/symbol/pmf,
5493,PML,Pimco Municipal Income Fund II,13.25,$819.91M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pml,
5494,PMX,PIMCO Municipal Income Fund III,11.65,$382.37M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pmx,
5495,PNF,PIMCO New York Municipal Income Fund,12.5,$96.93M,2001,n/a,n/a,http://www.nasdaq.com/symbol/pnf,
5496,PNI,Pimco New York Municipal Income Fund II,11.67,$129.82M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pni,
5497,PYN,PIMCO New York Municipal Income Fund III,9.69,$55.26M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pyn,
5498,RCS,"PIMCO Strategic Income Fund, Inc.",8.79,$375.03M,1994,n/a,n/a,http://www.nasdaq.com/symbol/rcs,
5499,PF,"Pinnacle Foods, Inc.",56.11,$6.68B,2013,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/pf,
5500,PNW,Pinnacle West Capital Corporation,90.01,$10.06B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnw,
5501,PES,Pioneer Energy Services Corp.,2,$155.44M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pes,
5502,PHD,Pioneer Floating Rate Trust,11.56,$285.97M,2004,n/a,n/a,http://www.nasdaq.com/symbol/phd,
5503,PHT,Pioneer High Income Trust,9.73,$284.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pht,
5504,MAV,Pioneer Municipal High Income Advantage Trust,11.45,$273.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mav,
5505,MHI,Pioneer Municipal High Income Trust,11.8,$268.7M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mhi,
5506,PXD,Pioneer Natural Resources Company,150.58,$25.62B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pxd,
5507,PJC,Piper Jaffray Companies,76.65,$1.16B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pjc,
5508,PBI,Pitney Bowes Inc.,10.05,$1.88B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pbi,
5509,PBI^B,Pitney Bowes Inc.,23.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbi^b,
5510,PJT,PJT Partners Inc.,41.97,$780.46M,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/pjt,
5511,PAA,"Plains All American Pipeline, L.P.",18.67,$13.54B,1998,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/paa,
5512,PAGP,"Plains Group Holdings, L.P.",19.72,$3.05B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pagp,
5513,PLNT,"Planet Fitness, Inc.",31.29,$3.08B,2015,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/plnt,
5514,PLT,"Plantronics, Inc.",51.72,$1.71B,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/plt,
5515,PAH,Platform Specialty Products Corporation,9.9,$2.84B,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pah,
5516,PHI,PLDT Inc.,31.03,$6.7B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/phi,
5517,PGEM,"Ply Gem Holdings, Inc.",17.5,$1.2B,2013,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/pgem,
5518,PNC,"PNC Financial Services Group, Inc. (The)",132.56,$63.07B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc,
5519,PNC.WS,"PNC Financial Services Group, Inc. (The)",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc.ws,
5520,PNC^P,"PNC Financial Services Group, Inc. (The)",29.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^p,
5521,PNC^Q,"PNC Financial Services Group, Inc. (The)",25.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^q,
5522,PNM,"PNM Resources, Inc. (Holding Co.)",44.9,$3.58B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm,
5523,PII,Polaris Industries Inc.,123.42,$7.72B,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pii,
5524,POL,PolyOne Corporation,45.51,$3.68B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pol,
5525,POR,Portland General Electric Company,48.85,$4.35B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/por,
5526,PKX,POSCO,72.91,$23.33B,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/pkx,
5527,POST,"Post Holdings, Inc.",79.49,$5.26B,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/post,
5528,POT,Potash Corporation of Saskatchewan Inc.,19.19,$16.12B,1989,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/pot,
5529,PPDF,PPDAI Group Inc.,9.43,$2.83B,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ppdf,
5530,PPG,"PPG Industries, Inc.",115.85,$29.48B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg,
5531,PPX,"PPL Capital Funding, Inc.",25.54,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppx,
5532,PPL,PPL Corporation,36.58,$25.18B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl,
5533,PYS,PPlus Trust,22.15,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pys,
5534,PYT,PPlus Trust,20.8564,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyt,
5535,PQG,PQ Group Holdings Inc.,15.49,$2.09B,2017,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pqg,
5536,PX,"Praxair, Inc.",152.08,$43.54B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px,
5537,PDS,Precision Drilling Corporation,2.51,$736.03M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pds,
5538,APTS,"Preferred Apartment Communities, Inc.",21.5,$788.88M,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts,
5539,PBH,"Prestige Brand Holdings, Inc.",42.83,$2.27B,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh,
5540,PVG,"Pretium Resources, Inc.",11.35,$2.06B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pvg,
5541,PRI,"Primerica, Inc.",99.05,$4.38B,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri,
5542,PFG,Principal Financial Group Inc,68.68,$19.83B,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg,
5543,PGZ,Principal Real Estate Income Fund,17.04,$117.57M,2013,n/a,n/a,http://www.nasdaq.com/symbol/pgz,
5544,PRA,ProAssurance Corporation,59.55,$3.18B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra,
5545,PG,Procter & Gamble Company (The),88.96,$225.69B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg,
5546,PGR,Progressive Corporation (The),52.07,$30.29B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr,
5547,PLD,"Prologis, Inc.",66.87,$35.58B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld,
5548,PUMP,ProPetro Holding Corp.,18.11,$1.5B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/pump,
5549,PRO,"PROS Holdings, Inc.",26.25,$837.56M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro,
5550,PBB,Prospect Capital Corporation,25.82,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/pbb,
5551,PB,"Prosperity Bancshares, Inc.",65.24,$4.53B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pb,
5552,PRLB,"Proto Labs, Inc.",93.05,$2.48B,2012,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/prlb,
5553,PFS,"Provident Financial Services, Inc",26.95,$1.8B,2003,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pfs,
5554,PFK,"Prudential Financial, Inc.",25.255,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk,
5555,PJH,"Prudential Financial, Inc.",25.56,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pjh,
5556,PRH,"Prudential Financial, Inc.",25.61,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/prh,
5557,PRU,"Prudential Financial, Inc.",109.51,$46.43B,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru,
5558,GHY,"Prudential Global Short Duration High Yield Fund, Inc.",14.41,$589.71M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ghy,
5559,PUK,Prudential Public Limited Company,50.25,$64.97B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk,
5560,PUK^,Prudential Public Limited Company,26.5484,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^,
5561,PUK^A,Prudential Public Limited Company,26.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^a,
5562,ISD,"Prudential Short Duration High Yield Fund, Inc.",14.77,$491.2M,2012,n/a,n/a,http://www.nasdaq.com/symbol/isd,
5563,PSB,"PS Business Parks, Inc.",134.46,$3.66B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psb,
5564,PSB^T,"PS Business Parks, Inc.",25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^t,
5565,PSB^U,"PS Business Parks, Inc.",25.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^u,
5566,PSB^V,"PS Business Parks, Inc.",25.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^v,
5567,PSB^W,"PS Business Parks, Inc.",25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^w,
5568,PSB^X,"PS Business Parks, Inc.",25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^x,
5569,TLK,"PT Telekomunikasi Indonesia, Tbk",31.23,$30.94B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tlk,
5570,PEG,Public Service Enterprise Group Incorporated,51.58,$26.1B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/peg,
5571,PSA,Public Storage,214.93,$37.41B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa,
5572,PSA^A,Public Storage,26.8255,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^a,
5573,PSA^B,Public Storage,26.15,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^b,
5574,PSA^C,Public Storage,25.74,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^c,
5575,PSA^D,Public Storage,25.18,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^d,
5576,PSA^E,Public Storage,25.0023,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^e,
5577,PSA^F,Public Storage,25.398,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^f,
5578,PSA^G,Public Storage,25.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^g,
5579,PSA^U,Public Storage,25.35,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^u,
5580,PSA^V,Public Storage,25.33,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^v,
5581,PSA^W,Public Storage,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^w,
5582,PSA^X,Public Storage,25.288,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^x,
5583,PSA^Y,Public Storage,26.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^y,
5584,PSA^Z,Public Storage,27.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^z,
5585,PHM,"PulteGroup, Inc.",32.79,$9.64B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/phm,
5586,PSTG,"Pure Storage, Inc. ",18.5,$3.91B,2015,Technology,Electronic Components,http://www.nasdaq.com/symbol/pstg,
5587,PCF,Putnam High Income Bond Fund,9.05,$117.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcf,
5588,PMM,Putnam Managed Municipal Income Trust,7.51,$403.55M,1989,n/a,n/a,http://www.nasdaq.com/symbol/pmm,
5589,PIM,Putnam Master Intermediate Income Trust,4.74,$253.83M,1988,n/a,n/a,http://www.nasdaq.com/symbol/pim,
5590,PMO,Putnam Municipal Opportunities Trust,12.57,$478.78M,1993,n/a,n/a,http://www.nasdaq.com/symbol/pmo,
5591,PPT,Putnam Premier Income Trust,5.18,$555.58M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ppt,
5592,PVH,PVH Corp.,135.24,$10.47B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh,
5593,PZN,Pzena Investment Management Inc,11.02,$755.31M,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/pzn,
5594,QTWO,"Q2 Holdings, Inc.",42.8,$1.78B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qtwo,
5595,QEP,"QEP Resources, Inc.",9.07,$2.19B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qep,
5596,QTS,"QTS Realty Trust, Inc.",58.22,$2.94B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qts,
5597,QUAD,"Quad Graphics, Inc",21.64,$1.12B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/quad,
5598,KWR,Quaker Chemical Corporation,160.35,$2.13B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kwr,
5599,QCP,"Quality Care Properties, Inc.",14.72,$1.38B,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qcp,
5600,NX,Quanex Building Products Corporation,21,$729.58M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nx,
5601,PWR,"Quanta Services, Inc.",36.16,$5.59B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr,
5602,QTM,Quantum Corporation,5.01,$173.72M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/qtm,
5603,QD,Qudian Inc.,13.51,$4.46B,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/qd,
5604,DGX,Quest Diagnostics Incorporated,92.5,$12.61B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx,
5605,QHC,Quorum Health Corporation,4.26,$129.06M,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/qhc,
5606,QUOT,Quotient Technology Inc.,12.25,$1.14B,2014,Consumer Services,Advertising,http://www.nasdaq.com/symbol/quot,
5607,CTAA,Qwest Corporation,24.66,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctaa,
5608,CTBB,Qwest Corporation,23.52,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctbb,
5609,CTDD,Qwest Corporation,23.48,n/a,2017,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctdd,
5610,CTU,Qwest Corporation,23.85,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctu,
5611,CTV,Qwest Corporation,24.45,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctv,
5612,CTW,Qwest Corporation,25.22,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctw,
5613,CTX,Qwest Corporation,23.78,$2.98B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx,
5614,CTY,Qwest Corporation,23.24,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cty,
5615,CTZ,Qwest Corporation,23.47,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctz,
5616,RRD,R.R. Donnelley & Sons Company,8.48,$594.45M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd,
5617,RDN,Radian Group Inc.,20.64,$4.45B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn,
5618,RAS,RAIT Financial Trust,0.4091,$38.07M,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ras,
5619,RAS^A,RAIT Financial Trust,13.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^a,
5620,RAS^B,RAIT Financial Trust,13.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^b,
5621,RAS^C,RAIT Financial Trust,14.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^c,
5622,RFT,RAIT Financial Trust,18.21,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rft,
5623,RFTA,RAIT Financial Trust,21.59,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rfta,
